"ID","F1","F2","F3","Group","helped","advantage","applause","awe","banjo","banker","belief","bicycle","blue","bread","bridge","cabinet","cheese","circus","clever","clue","cough","council","cucumber","dark","day","driver","farmer","faucet","feared","field","forest","glass","hand","hoe","honeymoon","hope","hospital","hotel","ice","lake","mushroom","old","park","patient","piano","pig","plum","reporter","restaurant","ricochet","semester","sin","snub","spring","teacher","thunder","tiger","tomato","truce","trumpet","volcano","white","whole","xylophone"
"R_0BCzNn9o0hV20Jr",1.05697275975907,0.980409434141977,0.474866854788662,"1","1","1","1","1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","1","-1","-1","-1","-1","1","1","-1","1","1","-1","1"
"R_1H2CeMGLwbLF63N",0.231631719265375,-0.0328185350173832,-0.226043873097524,"1","1","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","1","1","1","1","1","1","-1","1","1","1","-1","1","1","1","-1","-1","-1"
"R_3CK3BGTBx2LYTs3",1.63664009732345,1.60038824574545,2.21582109760381,"1","1","1","-1","-1","1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","1","-1","-1","1","-1","-1","1","1","-1","1","1","-1","1","1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","1","1","-1","-1","1"
"R_eaDt6GwXkz85i2B",-0.917913563808309,-0.811508163561465,-0.841591034852822,"1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","1","1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","1","1","-1","-1","1"
"R_338d55Df5iJW2HQ",-1.17381324283878,-1.03301163811854,-0.459934999094832,"1","-1","-1","1","1","1","1","-1","1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","1","1","1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","1","1","1"
"R_xinNNLuQMaq1VxD",-0.616440576683973,-0.597087201556197,0.112008913269364,"1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1"
"R_oZSJmJUFE6vlCMx",-1.16622622520553,-1.05506692375032,-0.427486789809874,"1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1"
"R_3HY0I8JOGDsNGV2",-0.36225212769133,0.142534617985496,-0.785939845059243,"1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1","1","1","1","-1","1"
"R_3PM5PLV2FPSjc4c",0.698306630092499,0.686942432354045,0.083495436399816,"1","1","-1","1","-1","1","-1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","1","1","1","1","1"
"R_2D65VVWjWVz3vM2",0.199478331658824,0.260428548105775,-0.575771666174351,"1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1"
"R_2YrZeUNib2o9LIz",-0.842822635614217,-0.46330324104692,-0.554525623412927,"1","-1","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","1","1","-1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1"
"R_2dz139KQtauyiyt",-1.18349330244561,-1.19991352535403,-0.200002600166406,"1","-1","1","1","1","1","1","1","-1","1","-1","-1","1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","1","-1","1","1","-1","-1","-1","1","-1","-1","1","1","1","1","1"
"R_ULSZu1tUqLKHU9H",2.61467805616704,1.80696126339753,-0.143998588994945,"1","-1","1","-1","-1","-1","1","1","1","1","1","1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1"
"R_3qeuiiVnQdszV0d",-1.00843834013213,-0.519607586570953,0.00760621841491132,"1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","-1"
"R_3hyEaSqwKVAnR2V",-0.24994632905203,-0.303020707700439,-0.442786392860584,"1","-1","1","1","1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","-1","1","1","-1","1","1","-1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","1","1"
"R_2aY3oe5AvwGUKGC",-0.0886763322964982,-0.139253223473857,0.690041635361423,"1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","1","1","1","1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","-1","1","1","1","1"
"R_1Qc1AtHNZDpe6T7",0.0951087074641031,0.334743314720905,-0.0172413235452147,"1","-1","1","-1","1","1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1"
"R_24B0Q4knfqqxgtD",2.70304269085491,0.814368284398372,3.3900385279777,"1","1","-1","-1","-1","1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","1","-1","-1","1"
"R_2SIdhnGSbMx9hVF",0.141347798703528,0.509255411730194,0.174985760118921,"1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1"
"R_e9u1CjpvG2OUo7L",1.44845855667446,1.99714050094014,2.1686963585375,"1","-1","-1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","1","-1","1"
"R_3g5wX8Sh1tY5WZj",-0.890528655994898,-0.757440721408111,1.39585321414646,"1","1","1","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","1"
"R_3ha6FlPBgv7Ymqx",0.601866845171173,0.0151591990052012,0.0119995192704093,"1","-1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","-1","-1"
"R_2uq8ic6Bjx7NvGA",-1.1315924779387,-1.03316611476423,-0.179328332366942,"1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","1","-1"
"R_3LZwIVctBAGwOSo",-0.741037687598569,0.49911325488669,-0.979847312338464,"1","-1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1","1","-1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","1","1","-1","-1"
"R_xoufPfXfICc9wnn",-0.72098139520175,0.104340029245587,-1.04633275338051,"1","-1","-1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1"
"R_2D5CCYvGC6MLAdM",0.29534737535923,-0.3035201718362,0.269724618881623,"1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","1","1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","-1"
"R_80TAThiec5pjFi9",-0.76577704721012,-1.21648402728618,-0.21126080121903,"1","-1","-1","1","1","1","1","1","1","-1","-1","1","1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","-1","-1","1","-1","1","1","1","-1","1","1","-1","1","1","-1"
"R_3nCnmWUmxrO1qLP",0.235614896602911,0.30818040957893,-0.0728593194105949,"1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","1","1","-1","-1"
"R_33xbuVYCivAniUm",-0.359107101350928,-0.719517308151949,1.34981053651905,"1","1","1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","-1","1","1","1","-1"
"R_5p3AdgjMbTYiush",0.568812692352177,1.00990878010685,1.12137608868021,"1","1","-1","-1","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","1","1","-1","-1","-1","1","-1","-1","-1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1","-1","-1"
"R_24Hp9ibYIfi4u0r",-0.29140746592735,-0.145307733146275,-0.571655938072287,"1","-1","1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","1","1","1","-1","1","-1","1","1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","1","1"
"R_1CIVliI5tZFrI6q",2.06399910163667,1.60333244818629,1.05539252291272,"1","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","1","1","1","-1","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1"
"R_2RUPjaWwgbkwN06",0.0677973884101414,0.35363939137344,0.0248657937985891,"1","-1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1","1","1","-1","1","-1","1","1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","-1","-1","1","1","1","1","1","1","1","1","-1","1"
"R_1jJouCrxAgYpkZc",-1.16138619540211,-0.971615980132569,-0.557452989274086,"1","1","1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1","1","-1","1","1","1","-1","-1","1","1","1","-1","-1"
"R_1OOHjCPZFi8MSLX",0.922077457122535,1.25550224423453,-0.0482368893167651,"1","-1","1","1","1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","1","1","1","1","-1","1"
"R_79FaJckVb4qE9gZ",-0.0939582319775154,-1.04715091488761,-0.389415819695099,"1","-1","1","1","-1","1","-1","1","1","-1","1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","1","-1","1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","-1","1"
"R_2qjZprVJd5VwU89",-0.568157143245081,-1.23100765103389,0.125910012500037,"1","-1","-1","1","1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","-1","1","1","-1","-1","1","1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","1"
"R_3MnjPd3FwsFEEob",2.83682479454779,2.50236533635455,2.60112336155026,"1","1","1","1","-1","-1","1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","1"
"R_2zqfYMbvv06T3zr",-0.546222769349918,-0.451391397457642,-0.74265234774302,"1","1","-1","1","1","1","-1","1","1","1","1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","1","-1","1"
"R_2P6VDCEFnEwd9ko",0.694170120925071,1.39484818289794,-0.924279420481221,"1","1","-1","-1","-1","1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","1","1","1","-1","1","-1","1","1","1","1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","-1","1","-1","1","-1","1"
"R_21nUUDBsDJEBPH5",-1.1565461655987,-0.888165036514823,-0.687419188738299,"1","-1","1","1","1","1","1","-1","1","1","1","1","-1","1","-1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","1"
"R_2uDJLpAt3FLfaga",-0.820048866367136,-0.905138119020752,0.145847713969981,"1","1","1","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1"
"R_2DY4fZ8COl22woN",-0.0687862194040237,-0.277728737978454,-0.162483668692888,"1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"R_2wiOjfzHLJEUTC1",-0.905004124859825,-1.16495314637805,0.0565693566507623,"1","1","1","1","1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","-1","1","1"
"R_BFJsXSABpqmAg1z",-1.05090600124235,-0.0704513691756264,-1.36278620382362,"1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","1","1","-1","-1","1","1","1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","1","1","-1","1","-1","1","1"
"R_2xUVLW0DzXEalhN",-0.10900225037597,0.218038961121917,0.0648206455127702,"1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","1"
"R_z5RdDbDk7VJRth7",-1.00196415298078,-1.21634880126789,0.329133933871364,"1","1","-1","1","-1","1","1","1","1","-1","1","1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1"
"R_2ykNOATGOiAC9Yh",-1.0681342266581,-0.913167944278098,-0.361800424507698,"1","1","1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","1","1","1","-1","1","-1","-1","1","1","1","1","-1","-1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","-1"
"R_3qD4eQSHEye4cS3",-0.587033670698845,-0.260459575079217,-0.563890494387905,"1","1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","-1","-1","1","1","1"
"R_R8E21FSW4KlsldT",-0.849389073948815,-0.779641432453189,-0.77806385876592,"1","1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","1","1","1","-1","1","-1","1","-1","1","-1","-1","1","1","1","1","-1","1","-1","1","-1","1","1","-1","1","-1","-1","1","1","1","1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","-1","1","1","-1","1"
"R_8kQrOkTSwrlRvQ5",0.243295716038849,0.248459315189193,0.395737306775998,"1","-1","1","-1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","-1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","1","1","1","-1","-1","1","-1","1","1","1"
"R_248cK1oeMzXgHuZ",-0.482170565759057,-0.733285161673757,0.658313320366434,"1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","-1"
"R_1qgrFBETkIgYBY3",-0.6867683868645,-0.980588399197686,-0.325084253522438,"1","1","1","1","-1","1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","1","1","1","1","1","1","-1","1","1","1","1","1","1"
"R_VX4rh6mLMjF24zT",-0.957287748091889,-1.18465231038665,-0.256656456101675,"1","1","1","1","1","-1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","1","-1"
"R_3ndCF50pVM7iNfo",1.73378134323266,0.802251567690705,0.505858997164115,"1","-1","-1","1","-1","1","1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","1","1","-1","1","-1","1","1","-1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","1","-1","-1"
"R_3qwjNoXvvRm2fIg",-0.273363281116109,-0.0132441672012149,-0.27061921276556,"1","1","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","1","-1","1"
"R_2VdmANCvMnb9xSj",-0.7552584786364,-0.821750520157983,-0.542213064832444,"1","1","-1","-1","1","1","1","-1","-1","-1","1","1","1","1","-1","1","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1","1","-1","1","1","-1","-1","1","1"
"R_3hgQC2kA72XxCQN",-0.126751545856349,-0.00068027513172161,-1.26697521396704,"1","1","1","1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","1","-1","-1","1","-1","1","-1","-1","1","1","-1","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","1","1","-1","1","-1","1","-1","-1","1"
"R_2rIWtnuQkT3ucJj",-1.03638626086805,-0.948817440466625,-0.196322576230111,"1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","1","1","1","-1","1","1","1","1","1","-1","1","1","1","1","1","1"
"R_Oa64cTIibEJzVND",-0.215915008633868,0.155676592980062,-1.2359579637971,"1","1","-1","-1","-1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","1","-1","1","1","1","1","1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1"
"R_2f8LWI69I0bjwGA",-0.282594996492225,0.305790676222303,-0.203734641543571,"1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","1","-1","-1","1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","-1","-1","-1","-1","-1"
"R_R9zVmEVee1MMopj",1.60328562961637,1.85717767174603,1.98976302396761,"1","1","1","1","1","-1","1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","-1","1","1","1","1","1","1","1","1","1","1","-1","1","1","-1","1","1","1","1","1","1","1","1","1","1"
"R_3hllPQHAnHZwqmW",-0.76447567768315,-1.04974015141051,-0.0408139316188443,"1","-1","1","1","1","1","1","-1","1","-1","1","1","1","1","-1","1","1","-1","1","-1","1","1","1","1","1","-1","-1","-1","-1","1","1","1","1","1","1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","-1"
"R_1ety2PfMXMTUa2z",-0.833566454590618,-0.131046678095646,-0.608602473735699,"1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1","-1","1","1","1","-1","1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","1","1","-1","1","-1","-1","-1"
"R_1j6XrItrE8erSaN",1.31000616024782,0.705527791408733,-0.356596162607184,"1","1","-1","1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","1","-1","1","1","1","-1","1","-1","-1","1","1","1","-1","-1","-1","1","-1","1","1"
"R_3nH0byOKLiLO51K",0.167604885999031,0.878052166156985,0.927737720232982,"1","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","1","1","1","-1","-1","1","-1","1","-1","1","1","1","-1","-1","1","-1","1","1","-1","1","1","-1","1","1","1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1","1","1","-1","1","1","-1","-1","1"
"R_1N4FuBWPangRVbV",-0.976837687361593,-0.7309476608444,-0.385478211861804,"1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","1","1","1","1","-1","-1","1","1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","1","-1","1","1","1","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","1"
"R_XZDYuP8aXwS0jAZ",0.0719328774275252,1.03732954256685,-0.479013203809784,"1","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1"
"R_bDu0SYUBzwGFIWd",0.320318596885512,-0.438871127189892,-0.308210868697945,"1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","-1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","1"
